Issue ID,Issue Summary,Issue Description,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71
MDL-62135,Implement core_privacy for tool_log and subplugins,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62136,Implement providers for core_hub and core_publish,"Implement providers for core_hub and core_publish. Review core_register and block_community



Putting them all together because they all are part of moodle.net / hub communication



*Note, code is different for Moodle 3.3 !*",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62137,Implement core_privacy for the completion component,Add privacy information for the completion component.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62141,tool_privacy: impossible to define provider for core subsystem without directory,"For core subsystems that do not have directory it is impossible to define a provider because the classes can only be placed in lib/classes/SUBSYSTEM/ and, therefore, they will have a namespace core\SUBSYSTEM 



tool_privacy expects them to be in namespace core_SUBSYSTEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62147,Make sure every table in lib/db/install.xml has a core subsystem responsible for it,"When we go through the list of core subsystems we may accidentally ""forget"" some database tables that have user data because there is no strict relation table<->component



Go through all tables defined in lib/db/install.xml that may have user data and make sure it is covered by one of the core components



There are a few places where we have specifically excluded the tables.

Nevertheless, we should probably describe the table in metadata.

||Table||Field||Decision||Issue||

||config_log||userid|TODO core|MDL-62425|

||upgrade_log||userid|TODO core|MDL-62425|

||my_pages||userid|Specifically excluded but should we add metadata?|MDL-62147|

||user_preferences||userid|TODO core|MDL-62147|

||scale||userid|Needs to be done in core_grade|MDL-62147|

||scale_history||loggeduser, userid|Needs to be done in core_grade|MDL-62147|

||role_sortorder||userid|Needs to be done in core_role|MDL-62147|

||events_queue||userid|TODO|MDL-62425|

||grade_import_newitem||importer|Temporary tables only|MDL-62147|

||grade_import_values||importer, userid|Temporary tables only|MDL-62147|

||portfolio_log||userid|TODO - needs exporting|MDL-62147|

||portfolio_tempdata||userid|TODO|MDL-62147|

||backup_controllers||userid|Already done|N/A|

||grading_instances||raterid|Already done|N/A|

||task_adhoc||userid|TODO core|MDL-62425|

||chat_messages_current||userid|TODO|MDL-62147|

||chat_users||userid|TODO|MDL-62147|

||forum_queue||userid|TODO|MDL-62147|

||enrol_flatfile||userid|TODO|MDL-62426|

||enrol_lti_users||userid|Already done|N/A|

||block_recent_activity||userid|TODO|MDL-62147|

||tool_policy_versions||usermodified|TODO|MDL-62433|

||logstore_standard_log||userid|Incorrect name|MDL-62147|",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62157,GDPR Export my personal data gives an empty zip-file to an user with no files/information,"Hello,



export my personal data gives an empty zip-file to an user with no files/information. We have tried on Moodle 3.3.5+ (Build: 20180421) and Data privacy adtool_dataprivacy 33.0.0 (2017051500)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62162,$PAGE->context was not set error when accessing to policy/viewall.php,"Juan has discovered the following while adding support to the tool_policy for the mobile app. When accessing to /admin/tool/policy/viewall.php page, the following error is displayed:

{code:java}Coding problem: $PAGE->context was not set. You may have forgotten to call require_login() or $PAGE->set_context(). The page may not display correctly as a result

line 493 of /lib/pagelib.php: call to debugging()

line 1544 of /lib/pagelib.php: call to moodle_page->magic_get_context()

line 677 of /lib/pagelib.php: call to moodle_page->initialise_theme_and_output()

line 864 of /lib/pagelib.php: call to moodle_page->magic_get_theme()

line 161 of /admin/tool/policy/classes/api.php: call to moodle_page->get_renderer()

line 57 of /admin/tool/policy/classes/api.php: call to tool_policy\api::list_policies()

line 73 of /admin/tool/policy/classes/output/page_viewalldoc.php: call to tool_policy\api::list_current_versions()

line 57 of /admin/tool/policy/classes/output/page_viewalldoc.php: call to tool_policy\output\page_viewalldoc->prepare_policies()

line 37 of /admin/tool/policy/viewall.php: call to tool_policy\output\page_viewalldoc->__construct()

{code}

",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62167,Implement core_privacy for core_badges,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62169,Implement core_privacy for mod_assignment,Implement core_privacy for mod_assignment.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62175,Web Service auth_email_signup_user is not setting correctly the policyagreed to 1,"MDL-61477 introduced a change in the external function core_auth_external:email_signup_user to replace the old if !empty($CFG->sitepolicy) check with the new privacy manager defined check. The problem is that was replaced incorrectly with the negative check so now is behaving contrary to expected.



See https://github.com/moodle/moodle/commit/1727c939ba2a9498aaa2caf438f243860f54dd23#diff-44dd56610fe1e6bbff0776a368da5cbaL290",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62197,Data Privacy: Order of entries in requests overview and paging and...,"The data request table has no order option. The standard order sets completed entries on top. The standard order should be that all pending and not completed requests are on top. 

The ordering structure should be the same for the users and the DPO page.



As far as we could see there is no paging for this page. In large systesm over time a long list of entries will appaear. Then paging makes much sense.



The data request entry is a new private data set. Its not possible in the moment to delete such entries.



If there are a lot of entries it should be possible to search for a user or by date",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62202,Confusing Privacy and policies settings move,"As noticed on the [QA testing site|https://qa.moodle.net/]:

# Log in as admin and go to 'Policy settings'

# Set the site policy handler to tool_policy and save changes.



Expected result: Privacy and policies settings pages remain in the same place in the Site administration (under Language in the Site administration tab).



Actual result: You have to be very observant to notice that Privacy and policies is now a new tab in the Site administration!



If you set the site policy handler back to default (core), the Privacy and policies settings pages go back to their original location in the Site administration (under Language in the Site administration tab).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62208,Implement core_privacy for core_fileconverter,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62209,Data requests should be sorted by ascending status and request date,DPOs should see data requests in FIFO order. Seeing data requests piled at the bottom of the list is not a very good user experience.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62211,"Data requests page is not paginated, filtered, or sorted","The data requests page should at least be paginated as the list of requests could grow to a huge number. 

Filtering by status would be a bonus.

Needs to support:

# filter by status

# sort by date

# sort by status

# 



",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62214,Implement core_privacy for tool_messageinbound,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62218,Implement core_privacy for core_analytics and machine learning backend plugins,Implement core_privacy for core_analytics and machine learning backend plugins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62222,Move recordset_loop_and_export to one location as a helper,We are copying + pasting the same code in a lot of places. This is a handy function and could be used by third-party devs etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62224,The RSS subsystem incorrectly implements \core_privacy\local\request\plugin\provider,"It will make no difference, for now. However, we should fix this now rather than wait for it to explode.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62228,Remove the unnecessary emptiness check in delete_data_for_all_users_in_context(),"In almost all implementations of delete_data_for_all_users_in_context, the first thing that comes is:



{code}

if (empty($context)) {

return;

}

{code}



However, if _$context_ was empty the type declaration would fail. Therefore, there is no need for the above check.



It seems that everyone is copying the same mistake, so it is better to clean up the code as soon as possible before almost all 3rd party devs do the same.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62231,Implement providers for block_recent_activity,Attempt to write block_recent_activity providers for the in-progress SAR API.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62235,Implement core_privacy for core_files,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62236,Implement core_privacy for core_webservice,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62240,Export fails if some of the paths has more than 255 characters,"When some of the contexts, such as a Course name or a Category name, have 255 characters (the maximum allowed), the export privacy data process fails:





{code:java}

PHP Warning: mkdir(): File name too long in xxxx/moodle/lib/setuplib.php on line 1481

{code}

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62248,Implement core_privacy for core_block,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62249,Revisit the privacy provider of block_tag_flickr,"This block requires configuration (preferred tags, ...) which could be seen as user information, and that information is shared with an external system.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62252,User picture visibility,"Within the new GDPR it's necessary to give students the possibility to hide their user picture for other users; only teachers who actually teach this students should have the right to view the profile picture.



At the moment there is only one(as far as I know) setting: the right to upload set pictures or not.



I think it would be a great improvement to add 3 things:

-add the right to change the profile picture(set to different roles, not depending on the upload-right)

-add the possibility for a user to define whether his/ her user picture can be seen in 'general pages'(not course related, so for authenticated users in general)

-add the possibility for admin to define witch roles a student can exclude from seeing his/ her profile picture; the user should then be able to define in the profile page (privacy settings) to define some roles from this list.Of course, a user can have different roles, so this profile-setting should only have effect in courses where he or she is enrolled as student.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62253,Implement core_privacy for core_auth,See summary.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62257,Implement core_privacy for mnetservice_enrol,Implement core_privacy for mnetservice_enrol.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62263,Implement core_privacy API for core_access,Implement core_privacy for core_access,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62264,Implement core_privacy for mnet,"Implement core_privacy for mnet, will be probably a null_provider.



DB Table mnet_sso_access_control is not needed declare and export. The field username isn't linked to any table. This field is used to allow or deny specific access to a user with this username. But it doesn't created a link with the user.

* auth_mnet implements:

** DB Tables, mnet_session and mnet_log.

* mnetservice_enrol implements:

** DB Table, mnetservice_enrol_enrolments



",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62266,Implement core_privacy API for core_availability,Implement core_privacy for core_availability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62269,Implement core_privacy for auth_mnet plugin,"In recent versions, data is not being stored in the table mnet_log, but it can store data from a previous Moodle version upgraded.



Table mnet_session only stores data temporarily, so it's not necessary to export this data.



It's necessary:

* declare mnet_session

* declare and export mnet_log



To improve the PHP memory usage, the export creates a file for every external system/course set.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62270,Cron task fails on data privacy related task when admin directory renamed,"If admin directory is renamed to something else, cron tasks:



1. _initiate_data_request_task.php_ fails. The reason: fixed path (.../admin/....) to php script instead of using \{$CFG->admin} in line 57.



2. _process_data_request_task.php_ fails. The reason: fixed path (.../admin/....) to php script instead of using \{$CFG->admin} in line 60.



In the result personal data export request can't be approved (still are ""Pending"")







Now we have error 'PHP Fatal error: require_once(): Failed opening required '.../admin/tool/dataprivacy/lib.php' in log..



No error should occur in log and requests' statuses should be changed to ""Awaiting approval"". 











",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62281,Empty row being shown in user's policies page,"To reproduce:

# Log in as admin.

# Go to ""{{Site administration / Privacy and policies / Manage policies}}""

# Create a policy, Policy 1. Make this policy active.

# In another browser session (e.g. incognito), log in as a user s1 and agree to this policy.

# Back to the admin's browser, deactivate Policy 1

# Create another policy, Policy 2. Make this policy active.

# In s1's browser, log out, then log in again.

# Agree to Policy 2.

# Go to your profile page and click ""{{Policies and agreements}}""

# *Expected:* You should only see Policy 2 listed on the table and there shouldn't be a blank row.

# *Actual:* There is a blank row

!user-view.png|thumbnail!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62286,Add policy link to the site footer,"Anywhere in the site the policy statements need to be linked from the site footer (accessible for everyone on the landing page, or in the site as a guest, or as an authenticated user). For both Boost and Clean themes.

# Add a single link called €˜Policies€™ to the site footer

# Clicking on that link should go to a publically available page on the site (i.e. you don€™t need to be logged in to access this page).

# This page should display a linked index listing each *active* policy \{NAME,TYPE} [Link to text]

# Clicking each link will navigate the user to the policy summary text and full text below it.

# Draft or inactive policies are not shown







E.g. 





h1. Policies

# \{Privacy policy name, Privacy policy} [link to overall privacy policy below]

# \{Site policy name, Site policy} [link to site policy below]

# \{3rd party policy name, 3rd Party [policy] [link to 3rd party policy below]





h2. Overall privacy policy



Summary



INSERT SUMMARY TEXT



Full policy



INSERT FULL POLICY TEXT





h2. Site policy



Summary



INSERT SUMMARY TEXT



Full policy



INSERT FULL POLICY TEXT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62289,Expired users deletion process should include a call to core_privacy\manager::delete_data_for_user,"Reading some feedback after a reply I've noticed that we are calling delete_data_for_all_users_in_context instead of delete_data_for_user. It should be ok to call delete_data_for_all_users_in_context providing a context_user, but we should also call delete_data_for_user.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62291,Confusing Data Protection Officer role mapping setting,"If you create a role with capability 'tool/dataprivacy:managedatarequests' then the name of the role appears in the Data Protection Officer role mapping box.



It's confusing because the default is 'None', yet the setting doesn't have an option 'None'.



!dpo role mapping setting.png!



It's also confusing because although it appears that the role with capability 'tool/dataprivacy:managedatarequests' is selected as Data Protection Officer role mapping, you actually have to click to select it and then save changes.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62299,admin/tool/dataprivacy/mydatarequests.php for admin shows other user requests,"Was testing MDL-62167 when I saw that the {{admin/tool/dataprivacy/mydatarequests.php}} page (linked @ profile page) show too many requests for the admin user. Plus all them are downloadable.



Not sure if that's the correct approach (I bet no, because that page is to show only OWN requests and doesn't show user names).



So, reporting it. In that page, each user, their own. And nothing else. There is the other {{admin/tool/dataprivacy/datarequests.php}} page to manage everyone's requests.



Or I'm missing something. Ciao :-)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62306,Privacy: refactor user profile field providers to properly define the subsystem plugintype relationship,"This issue is born more out of time restrictions than anything else. Basically, the collection of issues dealing with profile field providers (MDL-62007, MDL-61993, MDL-62030, MDL-62032, MDL-62046) are generating correct results, and have (or soon will) land, despite having defined the providers as plugin providers which define the user_info_data table in their get_metadata methods. After some discussion, and based on our assessment of an issue of similar nature (MDL-61937), we think the correct approach is as follows:

# A shared provider interface for userprofilefields plugintypes should be created in core_user (profilefield_provider for example)

# core_user should be changed, so that it's the one reporting the user_info_data table in it's get_metadata method.

# The providers for each profilefield plugin should implement the interface defined in core_user. They will essentially be null_providers AND profilefield_providers, as in MDL-61937.

# Modify the core_user provider so it calls the relevant profilefield provider methods during export",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62308,Implement provider for core_backup,Yeh.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62309,"Make site policies required or optional, distinguish on ""User acceptances"" page whether consent was not yet given or refused","In the policy tool it is not possible to withdraw a consent. It is also not possible to enter the site without consent. So to give consent in the current case is always compulsory. This goes against the spirit of GDPR



In some cases, consent is compulsory to offer a certain service (e.g. education), but in other cases not, e.g. share e-mail adres with other users, share pictures on Facebook, share address with classmates or all Moodle and non-Moodle related consents that fit under GDPR in an organisation. Organisations need a way to organise all their user consents and the policy tool is a great start for that. 







From https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=OJ:L:2016:119:FULL&from=EN





|(32)|Consent should be given by a clear affirmative act establishing a {color:#ff0000}freely given{color}, specific, informed and unambiguous indication of the data subject's agreement to the processing of personal data relating to him or her, such as by a written statement, including by electronic means, or an oral statement. This could include ticking a box when visiting an internet website, choosing technical settings for information society services or another statement or conduct which clearly indicates in this context the data subject's acceptance of the proposed processing of his or her personal data. Silence, pre-ticked boxes or inactivity should not therefore constitute consent. Consent should cover all processing activities carried out for the same purpose or purposes. When the processing has multiple purposes, consent should be given for all of them. If the data subject's consent is to be given following a request by electronic means, the request must be clear, concise and{color:#ff0000} not unnecessarily disruptive to the use of the service for which it is provided{color}.|



{color:#333333}See also https://moodle.org/mod/forum/discuss.php?d=369844{color}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62310,Implement the privacy provider for core_admin,"Implements Null Provider.

Also, these are all core subsystems and we'll implement them in other issues.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62315,Implement provider for core_form,There are user preference sin filemanager.js. Check to see if they're handled elsewhere or not (such as files).,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDL-62318,Implement providers for core_group,Attempt to write core_group providers for the in-progress SAR API.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62320,Enable JSON mime type by default to avoid loose the extension with long filenames,"While preparing the unit tests for MDL-62240 I've realised that JSON is not enabled by default. That means that, when exporting data, the extension is lost if the file exceeds the long limit, because JSON is not in the mime types list (so it's not treated as an known extension).



We should add JSON to the default mime types list now that we're using for the privacy export (to make sure all the files preserve the .json extension).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL-62326,Implement core_privacy for core_antivirus,This was missed in MDL-61818 ;(,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
